user_id,event_date,community,content_type,action
u076,2025-12-20,tech,image,view
u076,2025-12-20,games,text,view
u076,2025-12-20,tech,image,view
u076,2025-12-20,travel,text,view
u076,2025-12-20,travel,text,like
u076,2025-12-20,fitness,video,view
u076,2025-12-20,fitness,image,view
u055,2025-12-20,games,text,view
u055,2025-12-20,food,text,view
u052,2025-12-20,food,text,like
u052,2025-12-20,tech,video,view
u052,2025-12-20,games,text,view
u052,2025-12-20,food,video,view
u052,2025-12-20,study,image,view
u024,2025-12-20,tech,video,view
u024,2025-12-20,travel,text,like
u024,2025-12-20,travel,text,comment
u024,2025-12-20,travel,text,view
u024,2025-12-20,tech,text,like
u027,2025-12-20,games,text,like
u046,2025-12-20,fitness,image,view
u046,2025-12-20,food,text,like
u046,2025-12-20,travel,image,comment
u046,2025-12-20,travel,text,view
u046,2025-12-20,games,text,view
u046,2025-12-20,fitness,image,view
u043,2025-12-20,food,image,like
u043,2025-12-20,travel,text,view
u043,2025-12-20,fitness,text,view
u013,2025-12-20,food,video,view
u013,2025-12-20,tech,image,view
u013,2025-12-20,study,text,comment
u013,2025-12-20,study,text,post
u013,2025-12-20,fitness,text,view
u013,2025-12-20,food,text,view
u037,2025-12-20,tech,text,like
u037,2025-12-20,travel,text,view
u037,2025-12-20,games,text,like
u037,2025-12-20,tech,image,view
u025,2025-12-20,fitness,image,view
u025,2025-12-20,study,text,comment
u025,2025-12-20,travel,video,view
u025,2025-12-20,food,text,view
u025,2025-12-20,fitness,image,like
u025,2025-12-20,tech,text,comment
u047,2025-12-20,food,image,view
u047,2025-12-20,fitness,video,view
u047,2025-12-20,tech,image,view
u047,2025-12-20,tech,text,like
u047,2025-12-20,food,text,view
u047,2025-12-20,study,text,view
u058,2025-12-20,fitness,text,comment
u058,2025-12-20,tech,image,view
u058,2025-12-20,travel,text,like
u058,2025-12-20,travel,text,view
u058,2025-12-20,food,video,view
u037,2025-12-21,food,video,post
u037,2025-12-21,fitness,text,view
u037,2025-12-21,food,text,view
u037,2025-12-21,fitness,image,view
u037,2025-12-21,fitness,text,like
u037,2025-12-21,study,image,like
u037,2025-12-21,fitness,image,view
u054,2025-12-21,study,image,view
u054,2025-12-21,games,text,comment
u054,2025-12-21,tech,video,view
u054,2025-12-21,travel,text,view
u020,2025-12-21,travel,video,view
u020,2025-12-21,fitness,text,view
u020,2025-12-21,fitness,image,post
u020,2025-12-21,food,image,view
u041,2025-12-21,study,image,like
u041,2025-12-21,food,text,comment
u041,2025-12-21,travel,video,like
u041,2025-12-21,travel,text,view
u041,2025-12-21,fitness,image,like
u041,2025-12-21,study,video,comment
u041,2025-12-21,games,video,view
u078,2025-12-21,games,text,comment
u078,2025-12-21,tech,text,comment
u078,2025-12-21,games,text,view
u078,2025-12-21,travel,text,view
u078,2025-12-21,tech,text,view
u078,2025-12-21,tech,text,view
u078,2025-12-21,travel,text,view
u078,2025-12-21,study,text,view
u024,2025-12-21,food,image,view
u024,2025-12-21,food,text,like
u024,2025-12-21,tech,text,view
u024,2025-12-21,tech,video,view
u024,2025-12-21,fitness,text,like
u024,2025-12-21,food,text,comment
u024,2025-12-21,food,text,view
u021,2025-12-21,tech,text,view
u046,2025-12-21,food,text,view
u046,2025-12-21,travel,text,like
u046,2025-12-21,tech,text,comment
u046,2025-12-21,food,image,view
u046,2025-12-21,travel,text,like
u046,2025-12-21,study,text,comment
u046,2025-12-21,tech,text,like
u046,2025-12-21,study,text,comment
u036,2025-12-21,food,text,like
u036,2025-12-21,tech,text,view
u036,2025-12-21,fitness,text,like
u008,2025-12-21,study,video,like
u008,2025-12-21,study,video,like
u008,2025-12-21,tech,video,like
u008,2025-12-21,food,text,like
u008,2025-12-21,fitness,video,view
u032,2025-12-21,study,text,view
u032,2025-12-21,study,image,comment
u043,2025-12-21,games,text,comment
u043,2025-12-21,study,text,comment
u043,2025-12-21,fitness,text,like
u043,2025-12-21,tech,text,comment
u043,2025-12-21,fitness,text,view
u005,2025-12-21,fitness,text,like
u005,2025-12-21,games,text,view
u005,2025-12-21,games,text,like
u005,2025-12-21,food,text,view
u005,2025-12-21,games,video,like
u005,2025-12-21,travel,image,post
u023,2025-12-21,games,video,like
u023,2025-12-21,fitness,text,like
u023,2025-12-21,tech,image,comment
u023,2025-12-21,fitness,text,like
u023,2025-12-21,travel,image,view
u007,2025-12-21,fitness,text,comment
u007,2025-12-21,study,text,like
u007,2025-12-21,travel,text,like
u007,2025-12-21,travel,video,view
u007,2025-12-21,study,text,view
u007,2025-12-21,study,image,view
u007,2025-12-21,tech,text,like
u007,2025-12-21,food,text,view
u055,2025-12-21,fitness,text,view
u055,2025-12-21,study,text,view
u055,2025-12-21,tech,image,comment
u055,2025-12-21,games,text,view
u055,2025-12-21,games,text,view
u055,2025-12-21,study,video,view
u055,2025-12-21,games,video,view
u065,2025-12-21,fitness,image,view
u065,2025-12-21,tech,video,like
u065,2025-12-21,fitness,text,like
u065,2025-12-21,tech,text,comment
u065,2025-12-21,tech,image,view
u013,2025-12-21,games,text,view
u013,2025-12-21,fitness,text,view
u013,2025-12-21,travel,text,like
u013,2025-12-21,fitness,image,view
u013,2025-12-21,fitness,text,comment
u013,2025-12-21,travel,image,view
u013,2025-12-21,games,text,view
u010,2025-12-21,tech,image,view
u010,2025-12-21,fitness,video,view
u010,2025-12-21,tech,image,post
u010,2025-12-21,study,text,view
u050,2025-12-21,travel,video,view
u050,2025-12-21,fitness,image,post
u050,2025-12-21,study,video,view
u050,2025-12-21,games,video,comment
u050,2025-12-21,games,text,comment
u050,2025-12-21,food,text,view
u051,2025-12-21,fitness,text,view
u051,2025-12-21,travel,text,view
u075,2025-12-21,tech,text,like
u075,2025-12-21,games,text,like
u075,2025-12-21,travel,image,like
u075,2025-12-21,fitness,text,like
u033,2025-12-21,travel,text,view
u071,2025-12-21,travel,text,view
u071,2025-12-21,study,image,comment
u071,2025-12-21,study,image,like
u071,2025-12-21,travel,text,comment
u071,2025-12-21,travel,text,comment
u071,2025-12-21,fitness,text,view
u071,2025-12-21,fitness,video,like
u057,2025-12-21,food,video,view
u057,2025-12-21,games,text,view
u018,2025-12-21,fitness,text,like
u018,2025-12-21,food,text,view
u018,2025-12-21,fitness,text,like
u018,2025-12-21,games,image,view
u018,2025-12-21,travel,image,view
u018,2025-12-21,fitness,text,view
u018,2025-12-21,tech,text,view
u018,2025-12-21,food,text,view
u029,2025-12-21,tech,image,view
u029,2025-12-21,food,text,post
u029,2025-12-21,food,image,like
u058,2025-12-21,tech,text,like
u058,2025-12-21,study,text,view
u058,2025-12-21,travel,text,view
u058,2025-12-21,fitness,text,view
u058,2025-12-21,travel,image,view
u058,2025-12-21,travel,text,comment
u058,2025-12-21,games,image,like
