event_date,dau,base_users,retained_users,d1_retention,dau_90d_roll,d1_90d_roll
2017-08-04,94,94,27,0.2872340425531915,77.7,0.3002883733896872
2017-08-05,75,75,22,0.2933333333333333,77.88888888888889,0.29818364797461694
2017-08-06,64,64,22,0.34375,77.71111111111111,0.29853087019683916
2017-08-07,79,79,20,0.2531645569620253,77.8,0.29727495212865507
2017-08-08,97,97,31,0.3195876288659793,77.87777777777778,0.29712222207901784
2017-08-09,107,107,32,0.2990654205607476,78.15555555555555,0.29746414138606136
2017-08-10,86,86,24,0.2790697674418604,78.47777777777777,0.2974460081977935
2017-08-11,99,99,27,0.2727272727272727,79.08888888888889,0.2964359071876925
2017-08-12,78,78,24,0.3076923076923077,79.53333333333333,0.2960535410158527
2017-08-13,58,58,25,0.4310344827586206,79.6,0.29678298398667496
2017-08-14,91,91,19,0.2087912087912088,79.55555555555556,0.29606195063406265
2017-08-15,64,64,19,0.296875,79.47777777777777,0.29544819867788114
2017-08-16,89,89,21,0.2359550561797752,79.4888888888889,0.29503961849402005
2017-08-17,88,88,29,0.3295454545454545,79.64444444444445,0.29614868210308365
2017-08-18,95,95,21,0.2210526315789473,80.2,0.295394945910751
2017-08-19,67,67,25,0.373134328358209,80.44444444444444,0.29534335202831136
2017-08-20,78,78,26,0.3333333333333333,80.58888888888889,0.29528637197133123
2017-08-21,87,87,30,0.3448275862068966,80.5111111111111,0.2980539598086183
2017-08-22,92,92,29,0.3152173913043478,80.88888888888889,0.2988743829303907
2017-08-23,87,87,24,0.2758620689655172,81.26666666666667,0.2992141501536973
2017-08-24,86,86,26,0.3023255813953488,81.45555555555555,0.30015786434311426
2017-08-25,97,97,21,0.2164948453608247,81.9888888888889,0.2991620020806835
2017-08-26,59,59,17,0.288135593220339,82.07777777777778,0.29887766989206416
2017-08-27,58,58,14,0.2413793103448276,81.8,0.29714199154649795
2017-08-28,59,59,27,0.4576271186440678,81.41111111111111,0.29891704463781504
2017-08-29,94,94,30,0.3191489361702128,81.32222222222222,0.2986505077630178
2017-08-30,78,78,22,0.282051282051282,81.14444444444445,0.2985929215352189
2017-08-31,74,74,21,0.2837837837837837,81.0111111111111,0.29916209536020666
2017-09-01,78,78,19,0.2435897435897435,81.18888888888888,0.2977467842674762
2017-09-02,70,70,22,0.3142857142857143,81.0,0.29727971621420124
2017-09-03,76,76,24,0.3157894736842105,80.58888888888889,0.29823194930430114
2017-09-04,100,100,23,0.23,80.57777777777778,0.297157141823553
2017-09-05,96,96,21,0.21875,80.63333333333334,0.29604679383820504
2017-09-06,71,71,26,0.3661971830985915,80.65555555555555,0.29544576414960644
2017-09-07,86,86,31,0.3604651162790697,80.61111111111111,0.29648796914529985
2017-09-08,93,93,11,0.1182795698924731,81.03333333333333,0.29376178254814556
2017-09-09,40,40,7,0.175,80.91111111111111,0.2926561180601281
2017-09-10,54,54,20,0.3703703703703703,80.58888888888889,0.2936923618005217
2017-09-11,69,69,24,0.3478260869565217,80.17777777777778,0.2946220856178584
2017-09-12,68,68,19,0.2794117647058823,80.04444444444445,0.2957822163368126
2017-09-13,72,72,20,0.2777777777777778,80.17777777777778,0.29627604349730646
2017-09-14,82,82,15,0.1829268292682926,80.21111111111111,0.2950736833724394
2017-09-15,59,59,8,0.135593220338983,79.85555555555555,0.29352777165703614
2017-09-16,34,34,8,0.2352941176470588,79.37777777777778,0.29210174670159944
2017-09-17,44,44,13,0.2954545454545454,78.85555555555555,0.2911110707109234
2017-09-18,77,77,26,0.3376623376623376,78.54444444444445,0.2918999114997642
2017-09-19,95,95,22,0.231578947368421,78.7,0.29090648142251346
2017-09-20,85,85,23,0.2705882352941176,78.52222222222223,0.2903926653350224
2017-09-21,92,92,19,0.2065217391304347,78.75555555555556,0.29002694443960153
2017-09-22,78,78,14,0.1794871794871795,78.84444444444445,0.2888466432593003
2017-09-23,50,50,13,0.26,78.74444444444444,0.2868391103026149
2017-09-24,62,62,18,0.2903225806451613,78.54444444444445,0.2870093611986722
2017-09-25,91,91,26,0.2857142857142857,78.65555555555555,0.28757765435955795
2017-09-26,74,74,29,0.3918918918918919,78.73333333333333,0.28894693408704664
2017-09-27,82,82,23,0.2804878048780488,78.93333333333334,0.2889384652523583
2017-09-28,63,63,20,0.3174603174603174,78.86666666666666,0.288923129005138
2017-09-29,77,77,15,0.1948051948051948,79.15555555555555,0.28760179238968375
2017-09-30,47,47,12,0.2553191489361702,78.9888888888889,0.287392076840229
2017-10-01,54,54,16,0.2962962962962963,78.7,0.2862398134657434
2017-10-02,98,98,25,0.2551020408163265,78.7,0.28601305609612887
2017-10-03,82,82,16,0.1951219512195122,78.67777777777778,0.28474192433719225
2017-10-04,52,52,17,0.3269230769230769,78.4,0.2851997997950677
2017-10-05,53,53,16,0.3018867924528302,78.25555555555556,0.2850187439536345
2017-10-06,69,69,10,0.144927536231884,78.33333333333333,0.28376166639922173
2017-10-07,42,42,13,0.3095238095238095,78.02222222222223,0.2829151055526609
2017-10-08,49,49,23,0.4693877551020408,77.22222222222223,0.28510022202349167
2017-10-09,70,70,23,0.3285714285714285,76.9,0.28572071264398224
2017-10-10,80,80,14,0.175,76.77777777777777,0.2841242535475232
2017-10-11,51,51,20,0.392156862745098,76.42222222222222,0.2848670941911434
2017-10-12,68,68,16,0.2352941176470588,76.26666666666667,0.2851779502408804
2017-10-13,60,60,15,0.25,76.41111111111111,0.28346400225033663
2017-10-14,60,60,15,0.25,76.22222222222223,0.2822013759877104
2017-10-15,45,45,14,0.3111111111111111,75.6,0.2816977700715632
2017-10-16,85,85,21,0.2470588235294117,75.37777777777778,0.28158572525363607
2017-10-17,73,73,20,0.273972602739726,75.28888888888889,0.28147485842536685
2017-10-18,79,79,25,0.3164556962025316,75.31111111111112,0.28181642965301407
2017-10-19,73,73,25,0.3424657534246575,75.12222222222222,0.28364629604909053
2017-10-20,77,77,16,0.2077922077922078,75.32222222222222,0.2810586765123184
2017-10-21,50,50,18,0.36,74.92222222222222,0.2809243095872538
2017-10-22,79,79,20,0.2531645569620253,74.33333333333333,0.28037024574205077
2017-10-23,99,99,24,0.2424242424242424,74.16666666666667,0.28082213303604325
2017-10-24,95,95,28,0.2947368421052631,74.23333333333333,0.28135042004570227
2017-10-25,107,107,20,0.1869158878504672,74.37777777777778,0.28189062021803607
2017-10-26,70,70,11,0.1571428571428571,74.35555555555555,0.28147615813690735
2017-10-27,73,73,18,0.2465753424657534,74.6,0.27985858568935906
2017-10-28,55,55,14,0.2545454545454545,74.62222222222222,0.27954221442959154
2017-10-29,52,52,17,0.3269230769230769,74.44444444444444,0.27974332051305056
2017-10-30,82,82,29,0.3536585365853658,74.4,0.27992608978260375
2017-10-31,80,80,21,0.2625,74.3,0.2798465017676225
2017-11-01,61,61,24,0.3934426229508196,74.08888888888889,0.28157919757818717
2017-11-02,103,103,25,0.2427184466019417,74.18888888888888,0.2810845798453955
2017-11-03,72,72,20,0.2777777777777778,74.15555555555555,0.2809117403392226
2017-11-04,46,46,13,0.2826086956521739,73.95555555555555,0.28023239251313564
2017-11-05,49,49,12,0.2448979591836734,73.62222222222222,0.2801405414267096
2017-11-06,76,76,19,0.25,73.38888888888889,0.27936734555042086
2017-11-07,77,77,18,0.2337662337662337,73.05555555555556,0.2786417990304818
2017-11-08,61,61,21,0.3442622950819672,72.77777777777777,0.27936616044870527
2017-11-09,58,58,19,0.3275862068965517,72.32222222222222,0.27997570416169726
2017-11-10,50,50,15,0.3,72.0111111111111,0.27989023407622715
2017-11-11,48,48,14,0.2916666666666667,71.9,0.27834170278631654
2017-11-12,55,55,22,0.4,71.5,0.2804662449108587
2017-11-13,55,55,27,0.4909090909090909,71.4,0.28262217925429306
2017-11-14,92,92,25,0.2717391304347826,71.43333333333334,0.28301978007934864
2017-11-15,74,74,22,0.2972972972972973,71.27777777777777,0.2826614672210358
2017-11-16,67,67,18,0.2686567164179104,70.96666666666667,0.28319040149702424
2017-11-17,65,65,16,0.2461538461538461,70.94444444444444,0.28177950725030915
2017-11-18,50,50,17,0.34,70.63333333333334,0.2818535813243832
2017-11-19,51,51,23,0.4509803921568627,70.23333333333333,0.2830330569460495
2017-11-20,89,89,19,0.2134831460674157,70.2,0.28190267644341693
2017-11-21,57,57,11,0.1929824561403508,69.86666666666666,0.28098179185647065
2017-11-22,56,56,11,0.1964285714285714,69.53333333333333,0.27980515841239534
2017-11-23,49,49,9,0.1836734693877551,69.0,0.279440476457139
2017-11-24,46,46,15,0.3260869565217391,68.85555555555555,0.279862158271599
2017-11-25,59,59,13,0.2203389830508474,68.86666666666666,0.2796283768572214
2017-11-26,55,55,18,0.3272727272727272,68.82222222222222,0.2781799947308732
2017-11-27,80,80,26,0.325,68.66666666666667,0.27824500655120415
2017-11-28,75,75,26,0.3466666666666667,68.63333333333334,0.2789629552691529
2017-11-29,73,73,29,0.3972602739726027,68.62222222222222,0.2802238051601398
2017-11-30,97,97,30,0.3092783505154639,68.83333333333333,0.2809536785704256
2017-12-01,66,66,14,0.2121212121212121,68.78888888888889,0.2798185174352644
2017-12-02,54,54,17,0.3148148148148148,68.54444444444445,0.2798076878922711
2017-12-03,51,51,14,0.2745098039215686,68.0,0.28030224126917747
2017-12-04,88,88,21,0.2386363636363636,67.91111111111111,0.2805232008651371
2017-12-05,70,70,18,0.2571428571428571,67.9,0.27931148613229556
2017-12-06,73,73,24,0.3287671232876712,67.75555555555556,0.2789592862101689
2017-12-07,94,94,17,0.1808510638297872,67.76666666666667,0.2796545250316946
2017-12-08,58,58,16,0.2758620689655172,67.96666666666667,0.28077521468686706
2017-12-09,62,62,16,0.2580645161290322,68.05555555555556,0.2795273718619633
2017-12-10,45,45,11,0.2444444444444444,67.78888888888889,0.27837868694516243
2017-12-11,73,73,21,0.2876712328767123,67.84444444444445,0.27847045881372723
2017-12-12,73,73,26,0.3561643835616438,67.85555555555555,0.2793414211002146
2017-12-13,87,87,23,0.264367816091954,67.91111111111111,0.28024632095381086
2017-12-14,65,65,16,0.2461538461538461,67.97777777777777,0.2814747723517538
2017-12-15,61,61,15,0.2459016393442623,68.27777777777777,0.2815926337039449
2017-12-16,54,54,15,0.2777777777777778,68.38888888888889,0.28139622517420304
2017-12-17,51,51,15,0.2941176470588235,68.1,0.28091239527860845
2017-12-18,97,97,27,0.2783505154639175,68.12222222222222,0.2814320793685584
2017-12-19,104,104,31,0.2980769230769231,68.33333333333333,0.2817375092328118
2017-12-20,87,87,27,0.3103448275862069,68.27777777777777,0.28289109910454263
2017-12-21,69,69,13,0.1884057971014492,68.17777777777778,0.2829901948558123
2017-12-22,57,57,20,0.3508771929824561,68.25555555555556,0.28399994144450624
2017-12-23,65,65,16,0.2461538461538461,68.28888888888889,0.28350917772793605
2017-12-24,49,49,20,0.4081632653061224,67.82222222222222,0.28486972194562316
2017-12-25,46,46,15,0.3260869565217391,67.5111111111111,0.28413855599706583
2017-12-26,42,42,14,0.3333333333333333,67.06666666666666,0.28472572853545797
2017-12-27,64,64,24,0.375,67.07777777777778,0.28536505834145437
2017-12-28,78,78,21,0.2692307692307692,67.08888888888889,0.28619200916840526
2017-12-29,59,59,13,0.2203389830508474,67.22222222222223,0.2858033406585683
2017-12-30,43,43,12,0.2790697674418604,67.1,0.28561193478240793
2017-12-31,46,46,10,0.217391304347826,66.52222222222223,0.2851929265994246
2018-01-01,37,37,18,0.4864864864864865,66.02222222222223,0.28843031032461314
2018-01-02,89,89,28,0.3146067415730337,66.43333333333334,0.2882934621540571
2018-01-03,88,88,22,0.25,66.82222222222222,0.28771694223791455
2018-01-04,77,77,18,0.2337662337662337,66.91111111111111,0.28870403887718515
2018-01-05,91,91,24,0.2637362637362637,67.45555555555555,0.2881952883684346
2018-01-06,54,54,17,0.3148148148148148,67.5111111111111,0.28647781125413213
2018-01-07,57,57,20,0.3508771929824561,67.36666666666666,0.2867256530809213
2018-01-08,95,95,32,0.3368421052631579,67.53333333333333,0.28852389869495637
2018-01-09,92,92,22,0.2391304347826087,67.9888888888889,0.28682360505092874
2018-01-10,64,64,24,0.375,67.94444444444444,0.2883758926326281
2018-01-11,65,65,19,0.2923076923076923,68.0,0.28884597810271356
2018-01-12,62,62,11,0.1774193548387097,68.02222222222223,0.28803952648981035
2018-01-13,39,39,12,0.3076923076923077,67.95555555555555,0.28800153978515697
2018-01-14,52,52,17,0.3269230769230769,67.58888888888889,0.28888892037841984
2018-01-15,60,60,21,0.35,67.44444444444444,0.2897336692368674
2018-01-16,72,72,15,0.2083333333333333,67.36666666666666,0.28853230964943183
2018-01-17,67,67,13,0.1940298507462686,67.3,0.2868830218418942
2018-01-18,68,68,18,0.2647058823529412,67.2,0.28751539600368015
2018-01-19,68,68,14,0.2058823529411764,67.4,0.28580297770302654
2018-01-20,40,40,10,0.25,66.96666666666667,0.285767815959004
2018-01-21,43,43,10,0.2325581395348837,66.34444444444445,0.28565819259356673
2018-01-22,40,40,14,0.35,65.73333333333333,0.286272227681286
2018-01-23,81,81,22,0.2716049382716049,65.44444444444444,0.28721321713040976
2018-01-24,72,72,33,0.4583333333333333,65.46666666666667,0.2905597779769706
2018-01-25,68,68,16,0.2352941176470588,65.41111111111111,0.29043443103454064
2018-01-26,38,38,6,0.1578947368421052,65.22222222222223,0.28936053417117014
2018-01-27,38,38,13,0.3421052631578947,65.06666666666666,0.28952922512933477
2018-01-28,60,60,17,0.2833333333333333,64.82222222222222,0.28874783398209
2018-01-29,95,95,22,0.231578947368421,64.9888888888889,0.28840426673062797
2018-01-30,70,70,18,0.2571428571428571,65.08888888888889,0.28688982488831727
2018-01-31,72,72,19,0.2638888888888889,64.74444444444444,0.2871250520248389
2018-02-01,55,55,15,0.2727272727272727,64.55555555555556,0.2870689353020555
2018-02-02,75,75,23,0.3066666666666666,64.87777777777778,0.2873362460911054
2018-02-03,55,55,16,0.2909090909090909,64.94444444444444,0.2878474808880545
2018-02-04,56,56,15,0.2678571428571428,64.72222222222223,0.2880458935864672
2018-02-05,83,83,24,0.2891566265060241,64.78888888888889,0.2886613423946871
2018-02-06,58,58,18,0.3103448275862069,64.75555555555556,0.2882844816447342
2018-02-07,68,68,25,0.3676470588235294,64.86666666666666,0.28872960222170063
2018-02-08,97,97,29,0.2989690721649484,65.38888888888889,0.28871814746797786
2018-02-09,88,88,16,0.1818181818181818,65.83333333333333,0.2874976087474391
2018-02-10,42,42,10,0.238095238095238,65.68888888888888,0.2856986669484973
2018-02-11,34,34,12,0.3529411764705882,65.45555555555555,0.28416569012140286
2018-02-12,74,74,18,0.2432432432432432,65.25555555555556,0.283849069152608
2018-02-13,80,80,24,0.3,65.32222222222222,0.283879099182638
2018-02-14,76,76,24,0.3157894736842105,65.42222222222222,0.2844027964855969
2018-02-15,72,72,16,0.2222222222222222,65.5,0.28413688955302324
2018-02-16,54,54,13,0.2407407407407407,65.54444444444445,0.283034008894587
2018-02-17,43,43,14,0.3255813953488372,65.45555555555555,0.2816406867078312
2018-02-18,47,47,13,0.2765957446808511,64.9888888888889,0.282341937803536
2018-02-19,68,68,24,0.3529411764705882,65.11111111111111,0.28411925691831647
2018-02-20,87,87,25,0.2873563218390804,65.45555555555555,0.285129565256211
2018-02-21,94,94,21,0.2234042553191489,65.95555555555555,0.2855710184332265
2018-02-22,69,69,23,0.3333333333333333,66.21111111111111,0.2856515337311331
2018-02-23,82,82,15,0.1829268292682926,66.46666666666667,0.2852358431335492
2018-02-24,54,54,24,0.4444444444444444,66.45555555555555,0.2865377511021238
2018-02-25,66,66,25,0.3787878787878788,66.3,0.2871353941997669
2018-02-26,94,94,27,0.2872340425531915,66.5111111111111,0.2864750317096172
2018-02-27,77,77,18,0.2337662337662337,66.55555555555556,0.28465843126287976
2018-02-28,75,75,20,0.2666666666666666,66.31111111111112,0.28418496810900423
2018-03-01,62,62,20,0.3225806451612903,66.26666666666667,0.2854122951427829
2018-03-02,67,67,16,0.2388059701492537,66.41111111111111,0.2845677524242766
2018-03-03,50,50,12,0.24,66.4,0.28418431015848145
2018-03-04,53,53,18,0.3396226415094339,66.0111111111111,0.28530637991262664
2018-03-05,83,83,28,0.3373493975903614,66.15555555555555,0.2861975636953767
2018-03-06,81,81,25,0.3086419753086419,66.24444444444444,0.2859739509400541
2018-03-07,80,80,20,0.25,66.08888888888889,0.28674227245305656
2018-03-08,58,58,17,0.293103448275862,66.08888888888889,0.28693384333428257
2018-03-09,53,53,9,0.1698113207547169,65.9888888888889,0.28595325227456797
2018-03-10,34,34,11,0.3235294117647059,65.86666666666666,0.286831974133682
2018-03-11,53,53,15,0.2830188679245283,65.64444444444445,0.28678028118976884
2018-03-12,94,94,31,0.3297872340425531,65.87777777777778,0.28648720175066783
2018-03-13,87,87,16,0.1839080459770115,65.87777777777778,0.2855932043049462
2018-03-14,62,62,18,0.2903225806451613,65.84444444444445,0.2860839680215164
2018-03-15,72,72,16,0.2222222222222222,65.96666666666667,0.2858208633868271
2018-03-16,86,86,11,0.127906976744186,66.32222222222222,0.28415563226423163
2018-03-17,42,42,14,0.3333333333333333,66.22222222222223,0.28459136211172614
2018-03-18,55,55,20,0.3636363636363636,65.75555555555556,0.2855389826469755
2018-03-19,86,86,22,0.2558139534883721,65.55555555555556,0.28506939409599164
2018-03-20,80,80,25,0.3125,65.47777777777777,0.28509334045614493
2018-03-21,85,85,26,0.3058823529411765,65.65555555555555,0.28639863552103073
2018-03-22,92,92,22,0.2391304347826087,66.04444444444445,0.2851570048743658
2018-03-23,79,79,22,0.2784810126582278,66.2,0.2855161956133034
2018-03-24,66,66,12,0.1818181818181818,66.38888888888889,0.28300125024121514
2018-03-25,54,54,10,0.1851851851851851,66.47777777777777,0.28143567500414235
2018-03-26,86,86,20,0.2325581395348837,66.96666666666667,0.280315950628604
2018-03-27,68,68,17,0.25,67.0111111111111,0.2789270617397151
2018-03-28,63,63,18,0.2857142857142857,66.84444444444445,0.2791102119228653
2018-03-29,58,58,13,0.2241379310344827,66.83333333333333,0.2791524224560168
2018-03-30,36,36,8,0.2222222222222222,66.75555555555556,0.27852078306468747
2018-03-31,54,54,17,0.3148148148148148,66.84444444444445,0.27960326651432066
2018-04-01,53,53,20,0.3773584905660377,67.02222222222223,0.27839073322631575
2018-04-02,76,76,25,0.3289473684210526,66.87777777777778,0.278550073524627
2018-04-03,68,68,24,0.3529411764705882,66.65555555555555,0.2796938643743002
2018-04-04,68,68,21,0.3088235294117647,66.55555555555556,0.2805278343259172
2018-04-05,68,68,21,0.3088235294117647,66.3,0.28102880394453394
2018-04-06,85,85,22,0.2588235294117647,66.64444444444445,0.2804066785511667
2018-04-07,57,57,16,0.2807017543859649,66.64444444444445,0.27962695145565014
2018-04-08,62,62,26,0.4193548387096774,66.27777777777777,0.2805437596050559
2018-04-09,110,110,32,0.2909090909090909,66.47777777777777,0.28111907800646124
2018-04-10,82,82,21,0.2560975609756097,66.67777777777778,0.27979793979507916
2018-04-11,86,86,23,0.2674418604651162,66.91111111111111,0.27952165277460606
2018-04-12,83,83,23,0.2771084337349397,67.14444444444445,0.28062930920678636
2018-04-13,80,80,16,0.2,67.6,0.27943272801020524
2018-04-14,47,47,19,0.4042553191489361,67.54444444444445,0.2802919751460481
2018-04-15,72,72,29,0.4027777777777778,67.67777777777778,0.2808783948991345
2018-04-16,115,115,31,0.2695652173913043,68.15555555555555,0.2815587491664453
2018-04-17,114,114,26,0.2280701754385964,68.67777777777778,0.28193697499636006
2018-04-18,92,92,27,0.2934782608695652,68.94444444444444,0.2822566680909892
2018-04-19,79,79,25,0.3164556962025316,69.06666666666666,0.28348526079389313
2018-04-20,73,73,15,0.2054794520547945,69.43333333333334,0.2829905880389464
2018-04-21,60,60,17,0.2833333333333333,69.62222222222222,0.28355475685892917
2018-04-22,50,50,18,0.36,69.73333333333333,0.28366586797004034
2018-04-23,94,94,27,0.2872340425531915,69.87777777777778,0.2838395246842802
2018-04-24,92,92,26,0.2826086956521739,70.1,0.281887028710045
2018-04-25,79,79,27,0.3417721518987341,70.22222222222223,0.2830701179795081
2018-04-26,85,85,25,0.2941176470588235,70.74444444444444,0.28458370587080495
2018-04-27,81,81,16,0.1975308641975308,71.22222222222223,0.2829773236601343
2018-04-28,45,45,13,0.2888888888888888,71.05555555555556,0.28303905205519597
2018-04-29,47,47,19,0.4042553191489361,70.52222222222223,0.2849576784083128
2018-04-30,89,89,20,0.2247191011235955,70.73333333333333,0.2845974144525433
2018-05-01,79,79,24,0.3037974683544304,70.81111111111112,0.2850408431132715
2018-05-02,91,91,28,0.3076923076923077,71.21111111111111,0.28542934350177185
2018-05-03,80,80,23,0.2875,71.26666666666667,0.28521638053880893
2018-05-04,72,72,22,0.3055555555555556,71.45555555555555,0.2853791190348808
2018-05-05,62,62,22,0.3548387096774194,71.52222222222223,0.28634558088843937
2018-05-06,59,59,26,0.4406779661016949,71.25555555555556,0.28802915132839124
2018-05-07,78,78,27,0.3461538461538461,71.47777777777777,0.28842702931247616
2018-05-08,87,87,32,0.367816091954023,71.68888888888888,0.2884289074583705
2018-05-09,85,85,24,0.2823529411764706,71.55555555555556,0.28824428378072076
2018-05-10,80,80,23,0.2875,71.46666666666667,0.2894185262049632
2018-05-11,75,75,18,0.24,71.83333333333333,0.28943969022612726
2018-05-12,51,51,18,0.3529411764705882,72.02222222222223,0.2894396902261272
2018-05-13,82,82,30,0.3658536585365853,72.11111111111111,0.29080202817383105
2018-05-14,120,120,40,0.3333333333333333,72.55555555555556,0.2911723985442014
2018-05-15,120,120,30,0.25,73.04444444444445,0.2904414043921546
2018-05-16,86,86,25,0.2906976744186046,73.2,0.29120224274989226
2018-05-17,88,88,27,0.3068181818181818,73.57777777777778,0.2919364365396416
2018-05-18,66,66,14,0.2121212121212121,73.83333333333333,0.29067576783711235
2018-05-19,43,43,11,0.2558139534883721,73.78888888888889,0.29044485904608486
2018-05-20,66,66,27,0.4090909090909091,73.76666666666667,0.29106874496408836
2018-05-21,81,81,24,0.2962962962962963,73.7,0.291168078013613
2018-05-22,77,77,25,0.3246753246753247,73.5111111111111,0.29229331211757054
2018-05-23,98,98,24,0.2448979591836734,73.83333333333333,0.29131069684924094
2018-05-24,70,70,18,0.2571428571428571,73.7,0.2921353193811806
2018-05-25,79,79,19,0.240506329113924,73.97777777777777,0.2898693403219526
2018-05-26,53,53,11,0.2075471698113207,73.83333333333333,0.2879666657777686
2018-05-27,56,56,14,0.25,73.41111111111111,0.28755295419384425
2018-05-28,72,72,23,0.3194444444444444,73.35555555555555,0.288504934312491
2018-05-29,95,95,26,0.2736842105263158,73.57777777777778,0.28858290702204265
2018-05-30,107,107,20,0.1869158878504672,74.07777777777778,0.28707552082970017
2018-05-31,65,65,16,0.2461538461538461,74.05555555555556,0.2871571638964179
2018-06-01,50,50,9,0.18,74.05555555555556,0.28649049722975123
2018-06-02,37,37,13,0.3513513513513513,73.87777777777778,0.2866208162279948
2018-06-03,53,53,18,0.3396226415094339,73.54444444444445,0.2866460744937622
2018-06-04,53,53,21,0.3962264150943396,73.23333333333333,0.28761923493582553
2018-06-05,86,86,28,0.3255813953488372,73.3,0.28845902821747926
2018-06-06,87,87,23,0.264367816091954,73.62222222222222,0.28813974341543586
2018-06-07,94,94,23,0.2446808510638297,74.07777777777778,0.2889716270855371
2018-06-08,75,75,18,0.24,74.53333333333333,0.2880435225103737
2018-06-09,59,59,20,0.3389830508474576,74.6,0.28866534676507294
2018-06-10,53,53,9,0.1698113207547169,74.14444444444445,0.2868878366174303
2018-06-11,64,64,10,0.15625,73.88888888888889,0.28658052499546355
2018-06-12,93,93,24,0.2580645161290322,74.23333333333333,0.2862221020563954
2018-06-13,86,86,20,0.2325581395348837,74.38888888888889,0.28633694558209166
2018-06-14,78,78,17,0.2179487179487179,74.3,0.2873374093732531
2018-06-15,65,65,14,0.2153846153846154,74.55555555555556,0.2860268680627118
2018-06-16,61,61,22,0.360655737704918,74.62222222222222,0.2859937499968069
2018-06-17,54,54,17,0.3148148148148148,74.26666666666667,0.2866493151226562
2018-06-18,74,74,23,0.3108108108108108,74.2,0.2866305463538874
2018-06-19,81,81,19,0.2345679012345679,74.15555555555555,0.28583816355714736
2018-06-20,78,78,19,0.2435897435897435,74.0,0.2858877114327822
2018-06-21,71,71,14,0.1971830985915492,73.91111111111111,0.2849844012764858
2018-06-22,59,59,15,0.2542372881355932,73.83333333333333,0.28578905801334586
2018-06-23,54,54,13,0.2407407407407407,73.83333333333333,0.2864063419639632
2018-06-24,48,48,19,0.3958333333333333,73.41111111111111,0.28822051078394595
2018-06-25,60,60,19,0.3166666666666666,73.32222222222222,0.2889612515246867
2018-06-26,77,77,15,0.1948051948051948,73.47777777777777,0.28795115051458564
2018-06-27,90,90,28,0.3111111111111111,73.83333333333333,0.2889175191821038
2018-06-28,90,90,27,0.3,74.43333333333334,0.289781716712968
2018-06-29,90,90,27,0.3,74.83333333333333,0.28961710765947
2018-06-30,70,70,18,0.2571428571428571,75.02222222222223,0.2882813783992125
2018-07-01,55,55,25,0.4545454545454545,74.78888888888889,0.2896769126894836
2018-07-02,115,115,33,0.2869565217391304,75.31111111111112,0.28894374985913407
2018-07-03,103,103,32,0.3106796116504854,75.7,0.28896437299511984
2018-07-04,74,74,26,0.3513513513513513,75.76666666666667,0.28943690435000413
2018-07-05,86,86,23,0.2674418604651162,75.77777777777777,0.28953266358393026
2018-07-06,71,71,16,0.2253521126760563,75.93333333333334,0.28891766756493126
2018-07-07,55,55,18,0.3272727272727272,75.85555555555555,0.2878945329934096
2018-07-08,59,59,20,0.3389830508474576,75.28888888888889,0.28842868810383593
2018-07-09,64,64,16,0.25,75.08888888888889,0.2883609374263291
2018-07-10,75,75,19,0.2533333333333333,74.96666666666667,0.28820417601375375
2018-07-11,74,74,17,0.2297297297297297,74.86666666666666,0.28767774596925144
2018-07-12,81,81,22,0.2716049382716049,74.87777777777778,0.28847335639449145
2018-07-13,76,76,18,0.2368421052631578,75.2,0.2866132095735384
2018-07-14,56,56,5,0.0892857142857142,75.02222222222223,0.2831299644236266
2018-07-15,48,48,10,0.2083333333333333,74.27777777777777,0.2824496101563158
2018-07-16,101,101,32,0.3168316831683168,74.13333333333334,0.28343584913109043
2018-07-17,95,95,35,0.3684210526315789,74.16666666666667,0.28426854681733504
2018-07-18,103,103,36,0.3495145631067961,74.43333333333334,0.2846358675607158
2018-07-19,106,106,25,0.2358490566037736,74.8,0.28497330761126
2018-07-20,82,82,20,0.2439024390243902,75.04444444444445,0.2845351865633829
2018-07-21,69,69,19,0.2753623188405797,75.25555555555556,0.2835947678838337
2018-07-22,71,71,27,0.380281690140845,75.0,0.28462863063480764
2018-07-23,135,135,31,0.2296296296296296,75.47777777777777,0.2840399743456683
2018-07-24,93,93,25,0.2688172043010752,75.63333333333334,0.2832293638168054
2018-07-25,93,93,29,0.3118279569892473,75.72222222222223,0.2834261450382546
2018-07-26,110,110,28,0.2545454545454545,76.04444444444445,0.28405964048656485
2018-07-27,77,77,21,0.2727272727272727,76.4,0.283880066973658
2018-07-28,64,64,19,0.296875,76.58888888888889,0.2826869523164476
2018-07-29,80,80,28,0.35,76.4888888888889,0.2840789623039632
2018-07-30,89,89,27,0.3033707865168539,76.6,0.28407422139465677
2018-07-31,77,77,31,0.4025974025974026,76.44444444444444,0.2851287224491578
2018-08-01,86,86,26,0.3023255813953488,76.5111111111111,0.28529345113132837
2018-08-02,68,68,21,0.3088235294117647,76.46666666666667,0.2853297619519529
2018-08-03,71,71,17,0.2394366197183098,76.56666666666666,0.2840475165079628
2018-08-04,48,48,22,0.4583333333333333,76.44444444444444,0.284243687254981
2018-08-05,66,66,20,0.303030303030303,76.31111111111112,0.2837645367758305
2018-08-06,81,81,37,0.4567901234567901,76.24444444444444,0.2847531371258613
2018-08-07,119,119,32,0.2689075630252101,76.62222222222222,0.2846037440352917
